time (s),w,x-axis,y-axis,z-axis,class
1661434229476.237,0.904,-0.035,0.291,-0.313,0
1661434229483.329,0.905,-0.034,0.288,-0.312,0
1661434229490.9612,0.907,-0.035,0.283,-0.311,0
1661434229491.962,0.909,-0.035,0.275,-0.31,0
1661434229492.955,0.913,-0.036,0.264,-0.309,0
1661434229506.112,0.918,-0.037,0.249,-0.307,0
1661434229520.8809,0.924,-0.04,0.229,-0.305,0
1661434229527.862,0.93,-0.042,0.206,-0.302,0
1661434229535.84,0.937,-0.046,0.178,-0.298,0
1661434229543.466,0.943,-0.05,0.147,-0.294,0
1661434229574.125,0.949,-0.054,0.114,-0.29,0
1661434229574.893,0.953,-0.059,0.08,-0.285,0
1661434229580.915,0.957,-0.065,0.044,-0.279,0
1661434229587.895,0.959,-0.071,0.008,-0.273,0
1661434229595.836,0.96,-0.077,-0.028,-0.267,0
1661434229603.252,0.959,-0.084,-0.065,-0.261,0
1661434229626.033,0.957,-0.092,-0.103,-0.255,0
1661434229627.0051,0.953,-0.099,-0.142,-0.248,0
1661434229633.192,0.947,-0.107,-0.182,-0.241,0
1661434229648.4038,0.94,-0.114,-0.223,-0.233,0
1661434229656.238,0.93,-0.121,-0.264,-0.225,0
1661434229663.1812,0.919,-0.128,-0.305,-0.216,0
1661434229685.478,0.906,-0.134,-0.345,-0.207,0
1661434229708.055,0.891,-0.14,-0.385,-0.197,0
1661434229711.045,0.874,-0.145,-0.425,-0.187,0
1661434229724.0369,0.855,-0.149,-0.463,-0.178,0
1661434229725.008,0.835,-0.153,-0.501,-0.167,0
1661434229726.0051,0.814,-0.156,-0.537,-0.157,0
1661434229738.97,0.792,-0.158,-0.571,-0.146,0
1661434229791.17,0.769,-0.159,-0.604,-0.136,0
1661434229792.826,0.745,-0.16,-0.635,-0.126,0
1661434229798.2668,0.721,-0.161,-0.664,-0.117,0
1661434229812.772,0.696,-0.161,-0.691,-0.107,0
1661434229821.309,0.671,-0.161,-0.717,-0.098,0
1661434229821.789,0.644,-0.161,-0.743,-0.088,0
1661434229843.506,0.616,-0.16,-0.767,-0.079,0
1661434229851.229,0.587,-0.16,-0.79,-0.069,0
1661434229889.0532,0.559,-0.159,-0.812,-0.059,0
1661434229895.528,0.532,-0.158,-0.831,-0.05,0
1661434229896.29,0.506,-0.156,-0.847,-0.042,0
1661434229903.71,0.484,-0.154,-0.861,-0.034,0
1661434229904.704,0.465,-0.153,-0.872,-0.028,0
1661434229910.747,0.45,-0.151,-0.88,-0.023,0
1661434229911.655,0.439,-0.15,-0.886,-0.019,0
1661434229912.652,0.429,-0.148,-0.891,-0.016,0
1661434229948.8562,0.421,-0.147,-0.895,-0.014,0
1661434229949.088,0.413,-0.145,-0.899,-0.012,0
1661434229987.7,0.405,-0.144,-0.903,-0.01,0
1661434229988.957,0.397,-0.142,-0.907,-0.008,0
1661434229989.941,0.39,-0.14,-0.91,-0.006,0
1661434229989.941,0.384,-0.139,-0.913,-0.004,0
1661434229990.939,0.379,-0.137,-0.915,-0.002,0
1661434229992.972,0.376,-0.136,-0.917,-0.001,0
1661434229993.9312,0.375,-0.135,-0.917,-0.0,0
1661434230008.7012,0.375,-0.135,-0.917,-0.0,0
1661434230008.891,0.378,-0.135,-0.916,-0.001,0
1661434230015.897,0.41,-0.125,-0.903,-0.021,0
1661434230031.084,0.409,-0.127,-0.904,-0.02,0
1661434230038.019,0.42,-0.128,-0.898,-0.023,0
1661434230045.281,0.436,-0.129,-0.89,-0.027,0
1661434230076.208,0.456,-0.131,-0.879,-0.032,0
1661434230077.1948,0.481,-0.133,-0.865,-0.039,0
1661434230098.203,0.51,-0.135,-0.848,-0.046,0
1661434230099.137,0.54,-0.138,-0.828,-0.055,0
1661434230100.1338,0.571,-0.14,-0.806,-0.065,0
1661434230105.4631,0.602,-0.141,-0.783,-0.075,0
1661434230121.6482,0.631,-0.142,-0.758,-0.084,0
1661434230129.676,0.66,-0.142,-0.731,-0.094,0
1661434230136.066,0.688,-0.142,-0.704,-0.104,0
1661434230150.615,0.716,-0.142,-0.674,-0.115,0
1661434230158.231,0.743,-0.14,-0.643,-0.125,0
1661434230165.8071,0.769,-0.139,-0.609,-0.136,0
1661434230180.926,0.793,-0.137,-0.575,-0.146,0
1661434230188.514,0.815,-0.134,-0.541,-0.157,0
1661434230203.457,0.835,-0.132,-0.507,-0.167,0
1661434230218.831,0.853,-0.128,-0.473,-0.177,0
1661434230219.589,0.869,-0.125,-0.441,-0.186,0
1661434230225.473,0.884,-0.121,-0.409,-0.194,0
1661434230241.029,0.896,-0.117,-0.377,-0.203,0
1661434230248.559,0.908,-0.112,-0.345,-0.21,0
1661434230255.8442,0.919,-0.107,-0.312,-0.217,0
1661434230270.787,0.929,-0.101,-0.277,-0.225,0
1661434230285.763,0.938,-0.095,-0.242,-0.231,0
1661434230293.232,0.945,-0.088,-0.205,-0.237,0
1661434230300.735,0.952,-0.082,-0.169,-0.243,0
1661434230308.1938,0.956,-0.076,-0.134,-0.249,0
1661434230315.673,0.959,-0.07,-0.099,-0.255,0
1661434230345.8071,0.961,-0.065,-0.066,-0.261,0
1661434230347.147,0.962,-0.06,-0.033,-0.266,0
1661434230347.147,0.961,-0.055,-0.003,-0.27,0
1661434230383.411,0.96,-0.051,0.027,-0.275,0
1661434230391.03,0.958,-0.047,0.055,-0.278,0
1661434230392.028,0.955,-0.042,0.084,-0.282,0
1661434230398.586,0.951,-0.039,0.111,-0.285,0
1661434230399.0369,0.947,-0.035,0.138,-0.288,0
1661434230421.283,0.942,-0.033,0.164,-0.29,0
1661434230421.974,0.937,-0.03,0.188,-0.293,0
1661434230429.965,0.932,-0.028,0.21,-0.295,0
1661434230443.439,0.926,-0.026,0.23,-0.297,0
1661434230450.826,0.921,-0.024,0.247,-0.299,0
1661434230458.204,0.917,-0.023,0.262,-0.301,0
1661434230474.161,0.913,-0.022,0.274,-0.302,0
1661434230480.256,0.91,-0.02,0.284,-0.303,0
1661434230495.972,0.907,-0.019,0.29,-0.303,0
1661434230503.083,0.906,-0.018,0.295,-0.304,0
1661434230511.145,0.905,-0.018,0.297,-0.304,0
1661434230518.043,0.905,-0.017,0.297,-0.304,0
1661434230534.027,0.906,-0.017,0.295,-0.304,0
1661434230540.986,0.907,-0.016,0.29,-0.303,0
1661434230548.155,0.91,-0.016,0.284,-0.303,0
1661434230562.984,0.912,-0.017,0.276,-0.302,0
1661434230579.293,0.916,-0.018,0.266,-0.301,0
1661434230593.24,0.92,-0.019,0.253,-0.299,0
1661434230601.298,0.925,-0.021,0.236,-0.298,0
1661434230601.906,0.93,-0.024,0.216,-0.296,0
1661434230616.3298,0.936,-0.028,0.192,-0.294,0
1661434230623.177,0.942,-0.032,0.165,-0.291,0
1661434230638.535,0.948,-0.037,0.134,-0.287,0
1661434230638.794,0.953,-0.042,0.1,-0.282,0
1661434230705.487,0.958,-0.048,0.063,-0.277,0
1661434230706.482,0.961,-0.054,0.026,-0.271,0
1661434230708.477,0.962,-0.061,-0.013,-0.265,0
1661434230735.983,0.962,-0.068,-0.053,-0.259,0
1661434230743.974,0.96,-0.076,-0.092,-0.253,0
1661434230788.147,0.956,-0.083,-0.132,-0.247,0
1661434230803.106,0.951,-0.091,-0.172,-0.24,0
1661434230804.7522,0.944,-0.097,-0.21,-0.233,0
1661434230804.7522,0.936,-0.104,-0.25,-0.225,0
1661434230812.725,0.926,-0.11,-0.288,-0.217,0
1661434230813.782,0.915,-0.115,-0.326,-0.209,0
1661434230818.073,0.902,-0.12,-0.363,-0.2,0
1661434230818.722,0.888,-0.124,-0.398,-0.191,0
1661434230826.0378,0.874,-0.128,-0.433,-0.182,0
1661434230826.729,0.858,-0.131,-0.465,-0.174,0
1661434230827.719,0.842,-0.133,-0.496,-0.165,0
1661434230841.1418,0.826,-0.135,-0.525,-0.157,0
1661434230848.51,0.809,-0.137,-0.552,-0.149,0
1661434230901.313,0.792,-0.138,-0.577,-0.142,0
1661434230908.02,0.775,-0.139,-0.601,-0.135,0
1661434230909.018,0.758,-0.139,-0.625,-0.128,0
1661434230916.3352,0.74,-0.14,-0.647,-0.121,0
1661434230923.979,0.722,-0.14,-0.668,-0.114,0
1661434230924.976,0.703,-0.141,-0.689,-0.108,0
1661434230930.959,0.684,-0.141,-0.709,-0.102,0
1661434230938.53,0.664,-0.141,-0.728,-0.095,0
1661434230939.981,0.643,-0.141,-0.747,-0.089,0
1661434230940.932,0.621,-0.14,-0.767,-0.082,0
1661434230946.136,0.598,-0.14,-0.786,-0.075,0
1661434231006.265,0.573,-0.139,-0.805,-0.068,0
1661434231020.832,0.549,-0.139,-0.822,-0.061,0
1661434231022.493,0.525,-0.138,-0.838,-0.054,0
1661434231022.493,0.504,-0.137,-0.851,-0.048,0
1661434231043.4622,0.487,-0.136,-0.861,-0.043,0
1661434231044.7,0.474,-0.135,-0.869,-0.039,0
1661434231047.855,0.465,-0.134,-0.875,-0.037,0
1661434231072.95,0.457,-0.132,-0.879,-0.035,0
1661434231074.604,0.451,-0.131,-0.882,-0.034,0
1661434231080.944,0.446,-0.13,-0.885,-0.034,0
1661434231081.585,0.442,-0.13,-0.887,-0.033,0
1661434231082.608,0.439,-0.129,-0.889,-0.033,0
1661434231110.582,0.437,-0.129,-0.89,-0.032,0
1661434231133.808,0.436,-0.128,-0.89,-0.033,0
1661434231155.781,0.436,-0.128,-0.89,-0.033,0
1661434231163.421,0.438,-0.128,-0.889,-0.034,0
1661434231170.737,0.442,-0.129,-0.887,-0.035,0
1661434231172.431,0.448,-0.129,-0.884,-0.037,0
1661434231172.431,0.456,-0.13,-0.879,-0.039,0
1661434231185.724,0.468,-0.131,-0.873,-0.043,0
1661434231200.684,0.486,-0.133,-0.863,-0.047,0
1661434231208.301,0.508,-0.134,-0.85,-0.053,0
1661434231215.637,0.533,-0.135,-0.833,-0.06,0
1661434231216.31,0.561,-0.136,-0.814,-0.068,0
1661434231224.258,0.59,-0.136,-0.792,-0.076,0
1661434231225.2751,0.618,-0.137,-0.769,-0.086,0
1661434231226.278,0.646,-0.137,-0.745,-0.095,0
1661434231238.576,0.673,-0.137,-0.72,-0.104,0
1661434231239.22,0.7,-0.137,-0.692,-0.113,0
1661434231240.216,0.727,-0.136,-0.661,-0.123,0
1661434231246.841,0.756,-0.134,-0.627,-0.133,0
1661434231252.636,0.783,-0.132,-0.59,-0.143,0
1661434231282.87,0.81,-0.13,-0.551,-0.154,0
1661434231298.531,0.834,-0.127,-0.511,-0.164,0
1661434231305.804,0.856,-0.124,-0.47,-0.175,0
1661434231307.446,0.876,-0.12,-0.43,-0.185,0
1661434231308.445,0.892,-0.117,-0.392,-0.195,0
1661434231313.4292,0.905,-0.114,-0.356,-0.203,0
1661434231328.03,0.916,-0.11,-0.322,-0.211,0
1661434231342.959,0.926,-0.107,-0.291,-0.218,0
1661434231358.4968,0.934,-0.102,-0.259,-0.224,0
1661434231359.486,0.942,-0.097,-0.226,-0.23,0
1661434231365.828,0.948,-0.092,-0.193,-0.236,0
1661434231373.5051,0.953,-0.086,-0.159,-0.242,0
1661434231388.447,0.957,-0.081,-0.126,-0.248,0
1661434231395.39,0.96,-0.075,-0.094,-0.254,0
1661434231403.579,0.961,-0.069,-0.062,-0.26,0
1661434231418.69,0.962,-0.064,-0.03,-0.265,0
1661434231425.998,0.961,-0.058,0.001,-0.27,0
1661434231433.363,0.959,-0.053,0.032,-0.275,0
1661434231463.6892,0.957,-0.048,0.061,-0.28,0
1661434231464.677,0.954,-0.043,0.09,-0.284,0
1661434231465.6738,0.95,-0.039,0.118,-0.288,0
1661434231485.62,0.945,-0.035,0.144,-0.291,0
1661434231486.623,0.94,-0.031,0.169,-0.294,0
1661434231493.448,0.935,-0.028,0.192,-0.296,0
1661434231507.7332,0.93,-0.024,0.214,-0.298,0
1661434231516.541,0.925,-0.021,0.233,-0.3,0
1661434231522.8591,0.919,-0.018,0.251,-0.302,0
1661434231537.8398,0.914,-0.016,0.267,-0.305,0
1661434231547.98,0.908,-0.014,0.283,-0.307,0
1661434231568.4568,0.903,-0.013,0.296,-0.31,0
1661434231575.971,0.9,-0.012,0.306,-0.311,0
1661434231583.395,0.897,-0.011,0.312,-0.313,0
1661434231583.884,0.896,-0.01,0.314,-0.314,0
1661434231628.123,0.895,-0.009,0.315,-0.315,0
1661434231635.57,0.895,-0.008,0.314,-0.316,0
1661434231637.25,0.896,-0.007,0.311,-0.317,0
1661434231650.934,0.897,-0.007,0.307,-0.317,0
1661434231651.762,0.899,-0.006,0.302,-0.317,0
1661434231652.7432,0.901,-0.006,0.296,-0.316,0
1661434231680.064,0.904,-0.006,0.288,-0.316,0
1661434231696.017,0.908,-0.007,0.278,-0.315,0
1661434231697.013,0.912,-0.009,0.265,-0.313,0
1661434231698.01,0.917,-0.011,0.247,-0.311,0
1661434231703.351,0.924,-0.015,0.226,-0.309,0
1661434231718.3162,0.931,-0.019,0.2,-0.306,0
1661434231726.1829,0.938,-0.024,0.17,-0.302,0
1661434231727.9502,0.944,-0.029,0.136,-0.298,0
1661434231740.987,0.95,-0.036,0.099,-0.293,0
1661434231748.827,0.955,-0.042,0.061,-0.288,0
1661434231755.86,0.958,-0.05,0.021,-0.282,0
1661434231770.679,0.959,-0.057,-0.02,-0.277,0
1661434231793.5469,0.959,-0.065,-0.058,-0.271,0
1661434231796.277,0.957,-0.072,-0.097,-0.265,0
1661434231816.036,0.953,-0.08,-0.135,-0.259,0
1661434231817.65,0.948,-0.087,-0.174,-0.253,0
1661434231823.4812,0.941,-0.094,-0.212,-0.246,0
1661434231830.617,0.933,-0.101,-0.252,-0.238,0
1661434231837.949,0.922,-0.107,-0.291,-0.23,0
1661434231847.176,0.911,-0.112,-0.33,-0.221,0
1661434231868.362,0.898,-0.117,-0.367,-0.212,0
1661434231876.3298,0.886,-0.121,-0.4,-0.203,0
1661434231877.842,0.872,-0.124,-0.431,-0.195,0
1661434231898.1172,0.859,-0.127,-0.458,-0.188,0
1661434231899.744,0.847,-0.129,-0.483,-0.181,0
1661434231912.99,0.834,-0.131,-0.506,-0.175,0
1661434231927.68,0.822,-0.132,-0.527,-0.169,0
1661434231936.321,0.81,-0.134,-0.546,-0.164,0
1661434231936.6812,0.798,-0.135,-0.566,-0.159,0
1661434231950.499,0.784,-0.136,-0.585,-0.154,0
1661434231958.112,0.769,-0.137,-0.606,-0.148,0
1661434231973.072,0.753,-0.138,-0.627,-0.143,0
1661434231980.422,0.737,-0.139,-0.648,-0.137,0
1661434231988.594,0.718,-0.14,-0.669,-0.131,0
1661434232018.298,0.698,-0.141,-0.691,-0.125,0
1661434232025.93,0.677,-0.142,-0.712,-0.118,0
1661434232028.094,0.654,-0.143,-0.735,-0.111,0
1661434232028.922,0.628,-0.144,-0.758,-0.104,0
1661434232040.999,0.601,-0.144,-0.78,-0.096,0
1661434232048.158,0.573,-0.145,-0.802,-0.087,0
1661434232055.723,0.547,-0.145,-0.82,-0.079,0
1661434232071.5908,0.525,-0.145,-0.836,-0.072,0
1661434232100.956,0.507,-0.145,-0.847,-0.067,0
1661434232116.3262,0.495,-0.145,-0.855,-0.063,0
1661434232131.2102,0.487,-0.144,-0.859,-0.062,0
1661434232131.9102,0.483,-0.144,-0.862,-0.061,0
1661434232132.875,0.479,-0.144,-0.864,-0.06,0
1661434232161.002,0.476,-0.144,-0.865,-0.06,0
1661434232168.949,0.474,-0.144,-0.867,-0.06,0
1661434232169.943,0.473,-0.144,-0.867,-0.06,0
1661434232169.943,0.473,-0.144,-0.867,-0.061,0
1661434232183.517,0.475,-0.144,-0.866,-0.062,0
1661434232184.936,0.48,-0.144,-0.863,-0.064,0
1661434232191.0232,0.486,-0.144,-0.859,-0.066,0
1661434232220.9612,0.497,-0.145,-0.853,-0.069,0
1661434232221.8062,0.511,-0.145,-0.844,-0.073,0
1661434232222.801,0.53,-0.145,-0.832,-0.078,0
1661434232227.8198,0.553,-0.145,-0.816,-0.085,0
1661434232250.592,0.579,-0.145,-0.797,-0.093,0
1661434232251.293,0.606,-0.144,-0.775,-0.102,0
1661434232258.241,0.635,-0.144,-0.751,-0.111,0
1661434232274.197,0.665,-0.143,-0.723,-0.121,0
1661434232296.192,0.694,-0.141,-0.693,-0.132,0
1661434232297.179,0.723,-0.139,-0.661,-0.143,0
1661434232303.741,0.753,-0.136,-0.626,-0.154,0
1661434232310.282,0.781,-0.133,-0.588,-0.165,0
1661434232318.667,0.808,-0.129,-0.547,-0.176,0
1661434232333.708,0.833,-0.124,-0.506,-0.188,0
1661434232341.0972,0.855,-0.12,-0.464,-0.199,0
1661434232348.774,0.875,-0.114,-0.422,-0.209,0
1661434232370.7122,0.892,-0.109,-0.381,-0.219,0
1661434232371.355,0.906,-0.104,-0.342,-0.227,0
1661434232385.68,0.918,-0.098,-0.305,-0.235,0
1661434232400.998,0.927,-0.092,-0.27,-0.243,0
1661434232408.249,0.935,-0.086,-0.236,-0.249,0
1661434232409.25,0.942,-0.08,-0.204,-0.255,0
1661434232430.5989,0.947,-0.074,-0.171,-0.26,0
1661434232446.923,0.952,-0.067,-0.139,-0.266,0
1661434232447.4658,0.955,-0.059,-0.105,-0.271,0
1661434232483.315,0.957,-0.052,-0.07,-0.277,0
1661434232491.138,0.958,-0.045,-0.033,-0.282,0
1661434232506.205,0.957,-0.039,0.003,-0.287,0
1661434232527.622,0.955,-0.033,0.037,-0.291,0
1661434232528.6729,0.953,-0.028,0.069,-0.295,0
1661434232530.64,0.949,-0.023,0.097,-0.298,0
1661434232543.618,0.946,-0.019,0.123,-0.301,0
1661434232551.312,0.942,-0.016,0.146,-0.302,0
1661434232552.063,0.938,-0.013,0.166,-0.304,0
1661434232553.06,0.935,-0.01,0.183,-0.304,0
1661434232558.046,0.932,-0.008,0.197,-0.305,0
1661434232573.352,0.93,-0.007,0.207,-0.305,0
1661434232574.558,0.928,-0.006,0.215,-0.306,0
1661434232580.632,0.926,-0.005,0.221,-0.306,0
1661434232595.593,0.925,-0.004,0.225,-0.306,0
1661434232602.907,0.924,-0.004,0.228,-0.306,0
1661434232610.552,0.924,-0.004,0.229,-0.306,0
1661434232626.51,0.925,-0.004,0.228,-0.305,0
1661434232633.5298,0.925,-0.004,0.225,-0.305,0
1661434232641.502,0.927,-0.005,0.221,-0.304,0
1661434232656.2031,0.926,-0.018,0.223,-0.305,0
1661434232663.249,0.928,-0.02,0.215,-0.304,0
1661434232670.9348,0.931,-0.021,0.203,-0.302,0
1661434232693.1738,0.935,-0.024,0.187,-0.3,0
1661434232700.909,0.939,-0.027,0.167,-0.298,0
1661434232707.867,0.944,-0.031,0.142,-0.295,0
1661434232715.847,0.949,-0.036,0.112,-0.291,0
1661434232723.146,0.954,-0.042,0.078,-0.287,0
1661434232731.108,0.958,-0.048,0.04,-0.281,0
1661434232746.2449,0.96,-0.055,-0.0,-0.275,0
1661434232753.564,0.96,-0.062,-0.041,-0.269,0
1661434232760.761,0.959,-0.07,-0.083,-0.262,0
1661434232798.6592,0.956,-0.077,-0.123,-0.256,0
1661434232799.6572,0.951,-0.085,-0.162,-0.25,0
1661434232805.957,0.944,-0.093,-0.201,-0.243,0
1661434232806.638,0.937,-0.101,-0.238,-0.237,0
1661434232836.272,0.928,-0.108,-0.274,-0.23,0
1661434232836.585,0.917,-0.114,-0.309,-0.223,0
1661434232866.35,0.906,-0.12,-0.343,-0.216,0
1661434232872.9192,0.894,-0.126,-0.377,-0.208,0
1661434232874.578,0.88,-0.131,-0.409,-0.201,0
1661434232875.579,0.866,-0.135,-0.441,-0.193,0
1661434232881.885,0.85,-0.139,-0.472,-0.185,0
1661434232905.894,0.834,-0.142,-0.503,-0.177,0
1661434232906.492,0.816,-0.145,-0.533,-0.169,0
1661434232907.488,0.798,-0.147,-0.563,-0.16,0
1661434232933.419,0.778,-0.149,-0.592,-0.152,0
1661434232955.939,0.757,-0.15,-0.62,-0.143,0
1661434232956.95,0.734,-0.151,-0.648,-0.135,0
1661434232962.92,0.71,-0.152,-0.676,-0.126,0
1661434232970.9932,0.683,-0.153,-0.704,-0.116,0
1661434232971.897,0.654,-0.154,-0.733,-0.107,0
1661434232977.8809,0.623,-0.155,-0.76,-0.097,0
1661434232993.838,0.592,-0.156,-0.786,-0.087,0
1661434233000.996,0.562,-0.156,-0.809,-0.078,0
1661434233008.169,0.535,-0.156,-0.828,-0.069,0
1661434233015.855,0.513,-0.155,-0.842,-0.063,0
1661434233023.366,0.497,-0.154,-0.852,-0.058,0
1661434233068.2249,0.486,-0.153,-0.858,-0.056,0
1661434233090.964,0.479,-0.153,-0.863,-0.055,0
1661434233092.96,0.474,-0.153,-0.865,-0.054,0
1661434233095.25,0.471,-0.153,-0.867,-0.055,0
1661434233106.321,0.469,-0.153,-0.868,-0.055,0
1661434233106.921,0.468,-0.153,-0.868,-0.056,0
1661434233108.918,0.469,-0.153,-0.868,-0.057,0
1661434233113.1648,0.472,-0.154,-0.866,-0.059,0
1661434233113.903,0.478,-0.154,-0.863,-0.061,0
1661434233127.9,0.486,-0.155,-0.858,-0.064,0
1661434233135.845,0.498,-0.155,-0.851,-0.068,0
1661434233144.836,0.514,-0.156,-0.841,-0.073,0
1661434233157.8218,0.533,-0.156,-0.828,-0.08,0
1661434233166.309,0.557,-0.156,-0.811,-0.088,0
1661434233173.127,0.583,-0.155,-0.791,-0.097,0
1661434233218.625,0.612,-0.155,-0.769,-0.107,0
1661434233226.006,0.642,-0.153,-0.742,-0.117,0
1661434233247.948,0.672,-0.152,-0.713,-0.128,0
1661434233248.962,0.703,-0.149,-0.681,-0.139,0
1661434233249.943,0.734,-0.146,-0.646,-0.151,0
1661434233255.3389,0.764,-0.142,-0.608,-0.162,0
1661434233285.62,0.792,-0.138,-0.568,-0.174,0
1661434233286.26,0.819,-0.133,-0.527,-0.186,0
1661434233300.58,0.842,-0.128,-0.486,-0.197,0
1661434233302.217,0.862,-0.123,-0.446,-0.207,0
1661434233308.203,0.879,-0.118,-0.409,-0.216,0
1661434233316.031,0.893,-0.113,-0.374,-0.224,0
1661434233324.1611,0.905,-0.108,-0.341,-0.232,0
1661434233325.171,0.915,-0.102,-0.31,-0.239,0
1661434233326.153,0.923,-0.097,-0.28,-0.245,0
1661434233339.1572,0.931,-0.09,-0.25,-0.251,0
1661434233360.915,0.938,-0.084,-0.218,-0.256,0
1661434233368.39,0.944,-0.077,-0.186,-0.262,0
1661434233383.61,0.949,-0.071,-0.154,-0.267,0
1661434233428.511,0.953,-0.063,-0.12,-0.272,0
1661434233451.164,0.955,-0.056,-0.086,-0.277,0
1661434233452.1611,0.957,-0.049,-0.05,-0.283,0
1661434233453.195,0.957,-0.043,-0.014,-0.288,0
1661434233458.157,0.955,-0.038,0.021,-0.293,0
1661434233460.139,0.953,-0.033,0.054,-0.297,0
1661434233460.139,0.949,-0.029,0.085,-0.301,0
1661434233465.707,0.946,-0.026,0.113,-0.304,0
1661434233481.194,0.942,-0.022,0.138,-0.306,0
1661434233481.901,0.938,-0.019,0.161,-0.308,0
1661434233482.899,0.933,-0.016,0.183,-0.309,0
1661434233488.659,0.929,-0.013,0.203,-0.31,0
1661434233503.195,0.924,-0.011,0.221,-0.311,0
1661434233512.1912,0.919,-0.009,0.238,-0.313,0
1661434233518.155,0.915,-0.008,0.253,-0.315,0
1661434233541.098,0.911,-0.007,0.266,-0.316,0
1661434233542.739,0.907,-0.006,0.277,-0.317,0
1661434233547.751,0.904,-0.005,0.284,-0.318,0
1661434233555.854,0.903,-0.004,0.289,-0.319,0
1661434233570.845,0.901,-0.004,0.292,-0.32,0
1661434233577.6711,0.901,-0.004,0.293,-0.32,0
1661434233586.2651,0.902,-0.003,0.291,-0.32,0
1661434233601.254,0.903,-0.003,0.288,-0.32,0
1661434233616.02,0.907,-0.007,0.272,-0.321,0
1661434233616.58,0.906,-0.002,0.281,-0.317,0
1661434233631.27,0.91,-0.003,0.269,-0.316,0
1661434233638.4822,0.915,-0.005,0.254,-0.314,0
1661434233660.78,0.92,-0.008,0.235,-0.313,0
1661434233663.665,0.927,-0.012,0.211,-0.311,0
1661434233668.261,0.933,-0.017,0.183,-0.309,0
1661434233675.6338,0.94,-0.023,0.149,-0.305,0
1661434233690.8518,0.947,-0.03,0.112,-0.301,0
1661434233706.1218,0.952,-0.037,0.07,-0.296,0
1661434233707.548,0.956,-0.045,0.025,-0.29,0
1661434233720.8682,0.957,-0.054,-0.021,-0.283,0
1661434233728.534,0.957,-0.064,-0.067,-0.276,0
1661434233735.94,0.954,-0.074,-0.112,-0.27,0
1661434233766.102,0.949,-0.084,-0.155,-0.263,0
1661434233766.392,0.942,-0.093,-0.198,-0.256,0
1661434233774.086,0.933,-0.103,-0.238,-0.249,0
1661434233795.603,0.924,-0.112,-0.276,-0.241,0
1661434233797.308,0.912,-0.12,-0.313,-0.234,0
1661434233798.338,0.9,-0.128,-0.349,-0.226,0
1661434233819.25,0.887,-0.135,-0.384,-0.219,0
1661434233820.2468,0.872,-0.141,-0.419,-0.211,0
1661434233833.211,0.856,-0.146,-0.453,-0.202,0
1661434233840.8289,0.839,-0.15,-0.486,-0.193,0
1661434233863.3472,0.822,-0.154,-0.517,-0.184,0
1661434233864.344,0.803,-0.157,-0.547,-0.176,0
1661434233878.306,0.785,-0.159,-0.575,-0.168,0
1661434233885.648,0.765,-0.161,-0.602,-0.16,0
1661434233901.085,0.745,-0.163,-0.629,-0.152,0
1661434233908.229,0.723,-0.165,-0.655,-0.144,0
1661434233915.978,0.7,-0.166,-0.681,-0.136,0
1661434233924.003,0.676,-0.168,-0.706,-0.127,0
1661434233931.165,0.651,-0.17,-0.731,-0.118,0
1661434233938.149,0.625,-0.171,-0.754,-0.109,0
1661434233998.772,0.601,-0.172,-0.774,-0.101,0
1661434234013.4722,0.58,-0.173,-0.791,-0.093,0
1661434234013.9438,0.562,-0.173,-0.804,-0.086,0
1661434234014.98,0.549,-0.173,-0.814,-0.081,0
1661434234021.094,0.54,-0.173,-0.82,-0.078,0
1661434234036.22,0.535,-0.173,-0.824,-0.076,0
1661434234045.857,0.531,-0.172,-0.826,-0.075,0
1661434234051.043,0.527,-0.172,-0.829,-0.074,0
1661434234051.841,0.523,-0.172,-0.831,-0.073,0
1661434234052.84,0.519,-0.172,-0.834,-0.072,0
1661434234057.826,0.516,-0.171,-0.837,-0.071,0
1661434234059.823,0.513,-0.171,-0.838,-0.07,0
1661434234073.142,0.513,-0.171,-0.838,-0.07,0
1661434234088.105,0.515,-0.17,-0.837,-0.071,0
1661434234088.742,0.52,-0.17,-0.834,-0.073,0
1661434234102.706,0.528,-0.17,-0.829,-0.075,0
1661434234110.685,0.539,-0.17,-0.822,-0.078,0
1661434234118.151,0.553,-0.17,-0.811,-0.083,0
1661434234141.602,0.572,-0.169,-0.798,-0.089,0
1661434234155.9082,0.594,-0.169,-0.78,-0.096,0
1661434234157.5588,0.62,-0.168,-0.759,-0.105,0
1661434234163.543,0.647,-0.167,-0.735,-0.114,0
1661434234170.821,0.676,-0.165,-0.707,-0.125,0
1661434234185.8262,0.705,-0.163,-0.676,-0.135,0
1661434234193.933,0.735,-0.161,-0.643,-0.147,0
1661434234215.882,0.764,-0.157,-0.606,-0.158,0
1661434234216.403,0.792,-0.152,-0.566,-0.17,0
1661434234231.137,0.819,-0.147,-0.524,-0.182,0
1661434234231.363,0.844,-0.142,-0.48,-0.194,0
1661434234245.375,0.865,-0.137,-0.436,-0.206,0
1661434234276.368,0.884,-0.132,-0.394,-0.217,0
1661434234277.1968,0.899,-0.126,-0.354,-0.225,0
1661434234283.532,0.911,-0.121,-0.317,-0.233,0
1661434234284.248,0.921,-0.116,-0.283,-0.24,0
1661434234290.8489,0.93,-0.11,-0.251,-0.247,0
1661434234313.097,0.937,-0.104,-0.219,-0.253,0
