time (s),w,x-axis,y-axis,z-axis,class
1661434848179.518,0.678,-0.536,-0.492,0.102,4
1661434848181.546,0.678,-0.536,-0.492,0.102,4
1661434848182.511,0.678,-0.536,-0.492,0.102,4
1661434848183.558,0.678,-0.536,-0.492,0.102,4
1661434848183.558,0.678,-0.536,-0.492,0.102,4
1661434848300.8088,0.678,-0.536,-0.492,0.102,4
1661434848302.191,0.678,-0.536,-0.492,0.102,4
1661434848303.188,0.678,-0.536,-0.492,0.101,4
1661434848304.1848,0.678,-0.536,-0.492,0.101,4
1661434848360.454,0.678,-0.536,-0.492,0.101,4
1661434848361.058,0.678,-0.536,-0.492,0.101,4
1661434848419.77,0.678,-0.536,-0.492,0.101,4
1661434848420.697,0.678,-0.536,-0.492,0.101,4
1661434848422.731,0.678,-0.536,-0.492,0.101,4
1661434848424.658,0.678,-0.536,-0.492,0.101,4
1661434848425.903,0.678,-0.536,-0.492,0.101,4
1661434848426.651,0.678,-0.536,-0.492,0.101,4
1661434848427.644,0.678,-0.536,-0.492,0.101,4
1661434848430.9038,0.678,-0.536,-0.492,0.101,4
1661434848431.632,0.678,-0.536,-0.492,0.102,4
1661434848480.408,0.678,-0.536,-0.492,0.102,4
1661434848481.499,0.679,-0.536,-0.492,0.102,4
1661434848482.4988,0.679,-0.536,-0.492,0.102,4
1661434848483.495,0.679,-0.536,-0.492,0.102,4
1661434848484.496,0.679,-0.536,-0.492,0.102,4
1661434848485.488,0.679,-0.536,-0.492,0.102,4
1661434848486.4868,0.679,-0.536,-0.492,0.102,4
1661434848487.488,0.679,-0.536,-0.492,0.101,4
1661434848488.482,0.679,-0.536,-0.492,0.101,4
1661434848600.585,0.679,-0.536,-0.492,0.101,4
1661434848601.546,0.679,-0.536,-0.492,0.101,4
1661434848602.5442,0.679,-0.536,-0.492,0.101,4
1661434848603.548,0.679,-0.536,-0.492,0.101,4
1661434848604.548,0.679,-0.535,-0.492,0.102,4
1661434848660.39,0.679,-0.535,-0.492,0.102,4
1661434848661.388,0.679,-0.535,-0.492,0.102,4
1661434848662.384,0.679,-0.535,-0.492,0.102,4
1661434848719.8948,0.679,-0.535,-0.492,0.102,4
1661434848960.45,0.679,-0.535,-0.492,0.102,4
1661434849020.0342,0.679,-0.535,-0.492,0.102,4
1661434849021.995,0.679,-0.535,-0.492,0.102,4
1661434849022.98,0.679,-0.535,-0.492,0.102,4
1661434849024.974,0.679,-0.535,-0.492,0.102,4
1661434849024.974,0.679,-0.535,-0.492,0.102,4
1661434849200.759,0.679,-0.535,-0.492,0.102,4
1661434849202.172,0.679,-0.535,-0.492,0.102,4
1661434849203.168,0.679,-0.535,-0.492,0.102,4
1661434849204.248,0.679,-0.535,-0.492,0.102,4
1661434849205.163,0.679,-0.535,-0.492,0.102,4
1661434849207.169,0.679,-0.535,-0.492,0.102,4
1661434849208.154,0.679,-0.535,-0.492,0.102,4
1661434849209.152,0.679,-0.535,-0.492,0.102,4
1661434849210.15,0.679,-0.535,-0.492,0.102,4
1661434849259.999,0.679,-0.535,-0.492,0.102,4
1661434849261.498,0.679,-0.535,-0.492,0.102,4
1661434849261.498,0.679,-0.535,-0.492,0.102,4
1661434849320.103,0.679,-0.535,-0.492,0.102,4
1661434849321.068,0.679,-0.535,-0.492,0.102,4
1661434849380.488,0.679,-0.535,-0.492,0.102,4
1661434849381.457,0.679,-0.534,-0.493,0.102,4
1661434849382.454,0.68,-0.534,-0.492,0.102,4
1661434849383.451,0.68,-0.534,-0.492,0.102,4
1661434849384.449,0.68,-0.534,-0.492,0.102,4
1661434849440.337,0.68,-0.534,-0.492,0.102,4
1661434849441.297,0.68,-0.534,-0.492,0.102,4
1661434849442.294,0.68,-0.534,-0.492,0.102,4
1661434849443.326,0.679,-0.534,-0.493,0.102,4
1661434849444.289,0.679,-0.534,-0.493,0.102,4
1661434849445.286,0.679,-0.534,-0.493,0.103,4
1661434849446.348,0.679,-0.534,-0.493,0.103,4
1661434849449.275,0.679,-0.534,-0.493,0.103,4
1661434849449.275,0.679,-0.534,-0.493,0.103,4
1661434849500.792,0.679,-0.534,-0.493,0.102,4
1661434849501.163,0.68,-0.534,-0.493,0.102,4
1661434849502.792,0.68,-0.534,-0.493,0.102,4
1661434849503.1309,0.68,-0.534,-0.493,0.102,4
1661434849505.1438,0.68,-0.534,-0.493,0.102,4
1661434849506.126,0.68,-0.534,-0.493,0.102,4
1661434849507.121,0.679,-0.534,-0.493,0.102,4
1661434849508.1191,0.679,-0.534,-0.493,0.102,4
1661434849509.143,0.68,-0.534,-0.493,0.102,4
1661434849560.2651,0.679,-0.534,-0.493,0.102,4
1661434849561.0051,0.679,-0.534,-0.493,0.102,4
1661434849561.981,0.679,-0.534,-0.493,0.102,4
1661434849562.9712,0.679,-0.534,-0.493,0.102,4
1661434849564.019,0.679,-0.534,-0.493,0.102,4
1661434849564.966,0.679,-0.534,-0.493,0.102,4
1661434849565.9622,0.679,-0.534,-0.493,0.102,4
1661434849566.9602,0.679,-0.534,-0.493,0.102,4
1661434849567.959,0.679,-0.534,-0.493,0.102,4
1661434849619.8472,0.679,-0.534,-0.493,0.102,4
1661434849680.034,0.679,-0.534,-0.493,0.102,4
1661434849681.654,0.679,-0.534,-0.493,0.102,4
1661434849740.199,0.679,-0.534,-0.493,0.102,4
1661434849740.88,0.68,-0.534,-0.493,0.102,4
1661434849742.0918,0.68,-0.534,-0.493,0.102,4
1661434849800.791,0.68,-0.534,-0.493,0.102,4
1661434849801.146,0.68,-0.534,-0.493,0.102,4
1661434849860.086,0.68,-0.534,-0.493,0.102,4
1661434849860.761,0.68,-0.534,-0.493,0.102,4
1661434849861.76,0.68,-0.534,-0.493,0.102,4
1661434849862.728,0.68,-0.534,-0.493,0.102,4
1661434849863.7249,0.68,-0.534,-0.493,0.102,4
1661434849864.722,0.68,-0.534,-0.493,0.102,4
1661434849919.826,0.68,-0.534,-0.493,0.102,4
1661434849921.571,0.68,-0.534,-0.493,0.102,4
1661434849922.569,0.68,-0.534,-0.492,0.102,4
1661434849924.563,0.68,-0.534,-0.492,0.102,4
1661434849926.5571,0.68,-0.534,-0.492,0.102,4
1661434849928.551,0.68,-0.534,-0.492,0.102,4
1661434849929.574,0.68,-0.534,-0.492,0.102,4
1661434849930.581,0.68,-0.534,-0.492,0.102,4
1661434849931.545,0.68,-0.534,-0.492,0.102,4
1661434849980.754,0.68,-0.534,-0.492,0.102,4
1661434849981.41,0.68,-0.534,-0.492,0.102,4
1661434849982.407,0.68,-0.534,-0.492,0.102,4
1661434849983.405,0.68,-0.534,-0.492,0.102,4
1661434849984.4028,0.68,-0.534,-0.492,0.102,4
1661434849985.399,0.68,-0.534,-0.492,0.102,4
1661434849986.397,0.68,-0.534,-0.492,0.102,4
1661434849987.398,0.68,-0.534,-0.492,0.102,4
1661434849988.393,0.68,-0.534,-0.492,0.102,4
1661434850040.7542,0.68,-0.534,-0.492,0.102,4
1661434850041.2532,0.68,-0.534,-0.492,0.102,4
1661434850042.284,0.68,-0.534,-0.492,0.102,4
1661434850043.2798,0.68,-0.534,-0.493,0.102,4
1661434850044.282,0.68,-0.534,-0.493,0.102,4
1661434850045.266,0.68,-0.534,-0.493,0.102,4
1661434850046.237,0.68,-0.534,-0.493,0.102,4
1661434850160.082,0.68,-0.534,-0.493,0.102,4
1661434850219.898,0.68,-0.534,-0.493,0.102,4
1661434850220.895,0.68,-0.534,-0.493,0.102,4
1661434850221.897,0.68,-0.534,-0.493,0.102,4
1661434850223.8892,0.68,-0.534,-0.493,0.102,4
1661434850224.8882,0.68,-0.534,-0.492,0.102,4
1661434850280.0889,0.68,-0.534,-0.492,0.102,4
1661434850280.794,0.68,-0.534,-0.492,0.102,4
1661434850281.7332,0.68,-0.534,-0.492,0.102,4
1661434850282.773,0.68,-0.534,-0.492,0.102,4
1661434850340.497,0.68,-0.534,-0.492,0.102,4
1661434850341.388,0.68,-0.534,-0.492,0.102,4
1661434850342.394,0.68,-0.534,-0.492,0.102,4
1661434850343.369,0.68,-0.534,-0.492,0.102,4
1661434850344.347,0.68,-0.534,-0.493,0.102,4
1661434850345.343,0.68,-0.534,-0.493,0.102,4
1661434850346.3982,0.68,-0.534,-0.493,0.102,4
1661434850347.338,0.68,-0.534,-0.493,0.102,4
1661434850348.376,0.68,-0.534,-0.493,0.102,4
1661434850400.312,0.68,-0.534,-0.493,0.102,4
1661434850460.449,0.68,-0.534,-0.493,0.102,4
1661434850461.3992,0.68,-0.534,-0.493,0.102,4
1661434850462.3972,0.68,-0.534,-0.493,0.102,4
1661434850463.393,0.68,-0.533,-0.493,0.102,4
1661434850464.391,0.68,-0.533,-0.493,0.102,4
1661434850465.389,0.68,-0.533,-0.493,0.102,4
1661434850466.386,0.68,-0.533,-0.494,0.102,4
1661434850467.3828,0.68,-0.533,-0.494,0.102,4
1661434850467.3828,0.679,-0.533,-0.494,0.103,4
1661434850520.142,0.679,-0.533,-0.494,0.103,4
1661434850580.762,0.679,-0.533,-0.494,0.103,4
1661434850581.5078,0.68,-0.533,-0.494,0.103,4
1661434850640.479,0.68,-0.533,-0.494,0.103,4
1661434850641.317,0.68,-0.533,-0.494,0.102,4
1661434850642.3372,0.68,-0.533,-0.493,0.102,4
1661434850643.309,0.68,-0.533,-0.493,0.102,4
1661434850644.308,0.68,-0.533,-0.493,0.102,4
1661434850645.303,0.68,-0.533,-0.493,0.102,4
1661434850646.301,0.68,-0.533,-0.493,0.102,4
1661434850646.301,0.68,-0.533,-0.493,0.102,4
1661434850647.299,0.68,-0.533,-0.493,0.102,4
1661434850700.775,0.68,-0.533,-0.493,0.102,4
1661434850701.195,0.68,-0.533,-0.493,0.102,4
1661434850760.5889,0.68,-0.533,-0.493,0.102,4
1661434850940.4248,0.68,-0.533,-0.493,0.102,4
1661434850940.601,0.68,-0.533,-0.493,0.102,4
1661434850941.598,0.68,-0.533,-0.493,0.102,4
1661434850942.626,0.68,-0.533,-0.493,0.102,4
1661434850943.6272,0.68,-0.533,-0.493,0.102,4
1661434850944.664,0.68,-0.533,-0.493,0.102,4
1661434850945.588,0.68,-0.533,-0.493,0.102,4
1661434850946.584,0.68,-0.533,-0.493,0.102,4
1661434850947.611,0.68,-0.533,-0.493,0.102,4
1661434851000.19,0.681,-0.533,-0.492,0.102,4
1661434851000.708,0.681,-0.533,-0.492,0.102,4
1661434851001.7058,0.681,-0.533,-0.492,0.102,4
1661434851060.548,0.681,-0.533,-0.492,0.102,4
1661434851119.964,0.681,-0.533,-0.492,0.102,4
1661434851120.961,0.681,-0.533,-0.492,0.102,4
1661434851180.0151,0.681,-0.533,-0.492,0.102,4
1661434851360.757,0.681,-0.533,-0.492,0.102,4
1661434851362.0989,0.681,-0.533,-0.492,0.102,4
1661434851363.17,0.681,-0.533,-0.492,0.102,4
1661434851364.0872,0.681,-0.532,-0.493,0.102,4
1661434851365.085,0.681,-0.532,-0.493,0.102,4
1661434851419.937,0.681,-0.532,-0.493,0.102,4
1661434851420.936,0.681,-0.532,-0.492,0.102,4
1661434851479.778,0.681,-0.532,-0.492,0.102,4
1661434851480.7751,0.681,-0.532,-0.492,0.102,4
1661434851481.772,0.681,-0.532,-0.492,0.102,4
1661434851482.769,0.681,-0.532,-0.492,0.102,4
1661434851483.767,0.681,-0.532,-0.492,0.102,4
1661434851484.7678,0.681,-0.532,-0.492,0.102,4
1661434851485.764,0.681,-0.532,-0.492,0.102,4
1661434851487.0142,0.681,-0.532,-0.492,0.102,4
1661434851487.756,0.681,-0.532,-0.492,0.102,4
1661434851540.407,0.681,-0.532,-0.492,0.102,4
1661434851600.8,0.681,-0.532,-0.492,0.102,4
1661434851601.455,0.681,-0.532,-0.492,0.102,4
1661434851602.453,0.681,-0.532,-0.492,0.102,4
1661434851661.114,0.681,-0.532,-0.492,0.102,4
1661434851662.11,0.681,-0.532,-0.492,0.102,4
1661434851663.1082,0.682,-0.532,-0.492,0.102,4
1661434851663.1082,0.682,-0.532,-0.492,0.102,4
1661434851664.106,0.682,-0.532,-0.492,0.102,4
1661434851666.25,0.682,-0.532,-0.492,0.102,4
1661434851667.1208,0.682,-0.532,-0.492,0.102,4
1661434851668.152,0.682,-0.532,-0.492,0.102,4
1661434851669.0928,0.682,-0.532,-0.492,0.102,4
1661434851719.884,0.682,-0.532,-0.491,0.102,4
1661434851720.629,0.682,-0.532,-0.491,0.102,4
1661434851722.625,0.682,-0.532,-0.491,0.101,4
1661434851724.623,0.682,-0.532,-0.491,0.101,4
1661434851725.616,0.682,-0.532,-0.491,0.101,4
1661434851728.6091,0.682,-0.532,-0.491,0.101,4
1661434851729.606,0.682,-0.532,-0.491,0.101,4
1661434851729.606,0.682,-0.532,-0.491,0.101,4
1661434851731.601,0.682,-0.532,-0.491,0.101,4
1661434851780.7478,0.682,-0.532,-0.491,0.101,4
1661434851782.0562,0.682,-0.532,-0.491,0.101,4
1661434851783.051,0.682,-0.532,-0.491,0.102,4
1661434851783.051,0.682,-0.532,-0.491,0.102,4
1661434851784.046,0.682,-0.532,-0.491,0.102,4
1661434851785.069,0.682,-0.532,-0.491,0.102,4
1661434851787.04,0.682,-0.532,-0.491,0.102,4
1661434851788.041,0.682,-0.532,-0.491,0.102,4
1661434851789.033,0.682,-0.532,-0.491,0.102,4
1661434851840.719,0.682,-0.532,-0.491,0.102,4
1661434851841.674,0.682,-0.532,-0.491,0.102,4
1661434851900.2212,0.682,-0.532,-0.491,0.101,4
1661434851960.785,0.682,-0.532,-0.491,0.101,4
1661434851961.428,0.682,-0.532,-0.491,0.101,4
1661434852080.82,0.682,-0.532,-0.491,0.101,4
1661434852082.1929,0.682,-0.532,-0.491,0.101,4
1661434852083.19,0.683,-0.532,-0.491,0.101,4
1661434852084.187,0.683,-0.532,-0.491,0.101,4
1661434852084.187,0.683,-0.532,-0.491,0.101,4
1661434852087.178,0.683,-0.532,-0.49,0.101,4
1661434852088.177,0.683,-0.532,-0.49,0.101,4
1661434852089.254,0.683,-0.532,-0.49,0.101,4
1661434852090.1711,0.683,-0.532,-0.49,0.101,4
1661434852200.787,0.683,-0.532,-0.49,0.101,4
1661434852201.3582,0.683,-0.532,-0.49,0.101,4
1661434852202.389,0.683,-0.532,-0.49,0.101,4
1661434852203.352,0.683,-0.532,-0.49,0.101,4
1661434852204.35,0.683,-0.532,-0.49,0.101,4
1661434852206.886,0.683,-0.532,-0.49,0.101,4
1661434852380.984,0.683,-0.532,-0.49,0.101,4
1661434852382.23,0.683,-0.532,-0.49,0.101,4
1661434852383.227,0.683,-0.532,-0.49,0.101,4
1661434852384.234,0.683,-0.532,-0.49,0.101,4
1661434852385.221,0.683,-0.532,-0.49,0.101,4
1661434852386.219,0.683,-0.532,-0.49,0.101,4
1661434852387.217,0.683,-0.532,-0.49,0.101,4
1661434852389.506,0.683,-0.532,-0.49,0.101,4
1661434852390.217,0.683,-0.532,-0.49,0.101,4
1661434852500.788,0.683,-0.532,-0.49,0.101,4
1661434852501.909,0.683,-0.532,-0.49,0.101,4
1661434852502.939,0.683,-0.532,-0.49,0.101,4
1661434852503.9028,0.683,-0.532,-0.49,0.101,4
1661434852504.902,0.683,-0.532,-0.49,0.101,4
1661434852505.898,0.683,-0.532,-0.49,0.101,4
1661434852506.896,0.683,-0.532,-0.49,0.101,4
1661434852509.888,0.683,-0.532,-0.49,0.101,4
1661434852510.912,0.683,-0.532,-0.49,0.101,4
1661434852740.334,0.683,-0.532,-0.49,0.101,4
1661434852800.172,0.683,-0.532,-0.49,0.101,4
1661434852801.902,0.683,-0.532,-0.49,0.101,4
1661434852860.713,0.683,-0.532,-0.49,0.101,4
1661434852861.1008,0.683,-0.532,-0.49,0.101,4
1661434852980.8062,0.683,-0.532,-0.49,0.101,4
1661434852981.3188,0.683,-0.532,-0.49,0.101,4
1661434852982.2842,0.683,-0.532,-0.49,0.101,4
1661434852983.287,0.683,-0.532,-0.49,0.101,4
1661434852984.277,0.683,-0.532,-0.49,0.101,4
1661434852985.301,0.683,-0.532,-0.49,0.101,4
1661434852986.27,0.683,-0.532,-0.49,0.101,4
1661434853040.126,0.683,-0.532,-0.49,0.101,4
1661434853041.124,0.683,-0.532,-0.49,0.101,4
1661434853042.1208,0.683,-0.532,-0.49,0.101,4
1661434853043.814,0.683,-0.532,-0.49,0.101,4
1661434853044.115,0.683,-0.532,-0.49,0.101,4
1661434853045.335,0.683,-0.532,-0.49,0.101,4
1661434853046.111,0.683,-0.532,-0.49,0.101,4
1661434853047.108,0.683,-0.532,-0.49,0.1,4
1661434853048.14,0.683,-0.532,-0.49,0.1,4
1661434853100.398,0.683,-0.532,-0.49,0.101,4
1661434853100.821,0.683,-0.532,-0.49,0.101,4
1661434853220.388,0.683,-0.532,-0.49,0.101,4
1661434853221.383,0.683,-0.532,-0.49,0.101,4
1661434853222.526,0.683,-0.532,-0.49,0.101,4
1661434853224.374,0.683,-0.532,-0.49,0.101,4
1661434853225.373,0.683,-0.532,-0.489,0.101,4
1661434853228.397,0.683,-0.532,-0.49,0.101,4
1661434853228.397,0.683,-0.532,-0.49,0.101,4
1661434853280.73,0.683,-0.532,-0.49,0.101,4
1661434853281.862,0.683,-0.532,-0.49,0.101,4
1661434853282.857,0.683,-0.532,-0.49,0.101,4
1661434853283.88,0.683,-0.532,-0.49,0.101,4
1661434853284.853,0.683,-0.532,-0.49,0.101,4
1661434853340.365,0.683,-0.532,-0.49,0.101,4
1661434853341.476,0.683,-0.532,-0.49,0.101,4
1661434853341.476,0.683,-0.532,-0.49,0.101,4
1661434853342.511,0.683,-0.532,-0.49,0.101,4
1661434853343.4702,0.683,-0.532,-0.49,0.101,4
1661434853344.468,0.683,-0.532,-0.49,0.101,4
1661434853345.498,0.683,-0.532,-0.49,0.101,4
1661434853348.495,0.683,-0.532,-0.49,0.101,4
1661434853349.456,0.684,-0.532,-0.489,0.101,4
1661434853400.0498,0.684,-0.532,-0.489,0.101,4
1661434853400.749,0.684,-0.532,-0.489,0.1,4
1661434853401.696,0.684,-0.532,-0.489,0.1,4
1661434853402.721,0.684,-0.532,-0.489,0.1,4
1661434853404.688,0.684,-0.532,-0.489,0.1,4
1661434853460.782,0.684,-0.532,-0.489,0.1,4
1661434853460.9102,0.684,-0.532,-0.489,0.1,4
1661434853520.046,0.684,-0.532,-0.489,0.1,4
1661434853521.009,0.684,-0.532,-0.489,0.1,4
1661434853523.008,0.684,-0.532,-0.489,0.1,4
1661434853524.005,0.684,-0.532,-0.489,0.1,4
1661434853525.999,0.684,-0.532,-0.489,0.1,4
1661434853528.017,0.684,-0.532,-0.489,0.1,4
1661434853580.749,0.684,-0.532,-0.489,0.101,4
1661434853640.248,0.684,-0.532,-0.489,0.101,4
1661434853641.2202,0.683,-0.532,-0.489,0.101,4
1661434853642.217,0.683,-0.532,-0.489,0.101,4
1661434853643.2158,0.683,-0.532,-0.49,0.101,4
1661434853644.247,0.683,-0.532,-0.49,0.101,4
1661434853644.247,0.683,-0.532,-0.49,0.101,4
1661434853645.209,0.683,-0.532,-0.49,0.101,4
1661434853646.2058,0.683,-0.532,-0.49,0.101,4
1661434853647.204,0.683,-0.532,-0.49,0.101,4
1661434853700.208,0.683,-0.532,-0.49,0.101,4
1661434853701.067,0.683,-0.532,-0.489,0.101,4
1661434853702.057,0.683,-0.532,-0.489,0.101,4
1661434853703.055,0.684,-0.532,-0.489,0.101,4
1661434853705.05,0.684,-0.532,-0.489,0.101,4
1661434853706.046,0.683,-0.532,-0.489,0.101,4
1661434853760.417,0.683,-0.532,-0.489,0.1,4
1661434853761.282,0.683,-0.532,-0.489,0.1,4
1661434853762.281,0.683,-0.532,-0.489,0.101,4
1661434853763.276,0.683,-0.533,-0.489,0.101,4
1661434853764.38,0.683,-0.533,-0.489,0.101,4
1661434853765.271,0.683,-0.533,-0.489,0.101,4
1661434853767.267,0.683,-0.533,-0.489,0.101,4
1661434853768.2642,0.683,-0.533,-0.489,0.101,4
1661434853769.261,0.683,-0.533,-0.489,0.101,4
1661434853819.977,0.683,-0.533,-0.489,0.101,4
1661434853820.972,0.683,-0.533,-0.489,0.101,4
1661434853822.968,0.683,-0.533,-0.489,0.101,4
1661434853824.962,0.683,-0.533,-0.489,0.101,4
1661434853825.991,0.683,-0.533,-0.489,0.101,4
1661434853828.95,0.683,-0.533,-0.489,0.101,4
1661434853829.974,0.683,-0.533,-0.489,0.101,4
1661434853830.945,0.683,-0.533,-0.489,0.101,4
1661434853831.952,0.683,-0.533,-0.489,0.101,4
1661434853880.145,0.683,-0.533,-0.489,0.101,4
1661434853881.481,0.683,-0.533,-0.489,0.101,4
1661434853882.483,0.683,-0.533,-0.489,0.101,4
1661434853883.479,0.683,-0.533,-0.489,0.102,4
1661434853884.4768,0.683,-0.533,-0.489,0.102,4
1661434853885.476,0.683,-0.533,-0.489,0.102,4
1661434853886.472,0.683,-0.533,-0.488,0.103,4
1661434853888.468,0.683,-0.533,-0.488,0.103,4
1661434853889.465,0.684,-0.533,-0.488,0.104,4
1661434853940.382,0.684,-0.532,-0.488,0.105,4
1661434853941.326,0.685,-0.531,-0.488,0.107,4
1661434853942.322,0.685,-0.53,-0.488,0.11,4
1661434853943.319,0.685,-0.528,-0.488,0.112,4
1661434853943.319,0.687,-0.527,-0.487,0.115,4
1661434853944.3171,0.69,-0.525,-0.485,0.118,4
1661434853945.315,0.692,-0.522,-0.483,0.121,4
1661434853946.312,0.696,-0.519,-0.481,0.124,4
1661434853948.3088,0.699,-0.515,-0.479,0.128,4
1661434854180.724,0.703,-0.511,-0.477,0.132,4
1661434854181.722,0.707,-0.506,-0.475,0.137,4
1661434854182.721,0.711,-0.5,-0.474,0.142,4
1661434854240.768,0.714,-0.494,-0.473,0.147,4
1661434854241.564,0.718,-0.488,-0.474,0.151,4
1661434854242.5598,0.721,-0.481,-0.474,0.154,4
1661434854243.556,0.724,-0.474,-0.476,0.156,4
1661434854244.581,0.727,-0.467,-0.479,0.156,4
1661434854245.551,0.73,-0.459,-0.482,0.156,4
1661434854245.551,0.732,-0.451,-0.487,0.154,4
1661434854246.5872,0.734,-0.443,-0.492,0.151,4
1661434854299.9612,0.736,-0.434,-0.499,0.147,4
1661434854360.048,0.737,-0.425,-0.506,0.143,4
1661434854361.629,0.737,-0.415,-0.515,0.139,4
1661434854362.62,0.737,-0.405,-0.525,0.134,4
1661434854363.617,0.736,-0.395,-0.534,0.129,4
1661434854363.617,0.736,-0.384,-0.544,0.122,4
1661434854364.64,0.736,-0.374,-0.553,0.116,4
1661434854365.612,0.735,-0.363,-0.562,0.109,4
1661434854366.6091,0.736,-0.353,-0.569,0.101,4
1661434854367.654,0.736,-0.342,-0.577,0.093,4
1661434854480.335,0.737,-0.332,-0.583,0.085,4
1661434854481.304,0.739,-0.311,-0.594,0.068,4
1661434854482.3,0.74,-0.3,-0.599,0.059,4
1661434854483.298,0.741,-0.29,-0.604,0.051,4
1661434854540.335,0.743,-0.25,-0.62,0.019,4
1661434854541.251,0.743,-0.24,-0.624,0.012,4
1661434854542.1382,0.743,-0.231,-0.628,0.005,4
1661434854543.171,0.743,-0.222,-0.632,-0.001,4
1661434854544.133,0.742,-0.212,-0.636,-0.007,4
1661434862880.807,0.797,-0.078,-0.585,-0.131,4
1661434862881.915,0.799,-0.074,-0.583,-0.124,4
1661434862882.914,0.801,-0.07,-0.583,-0.118,4
1661434862882.914,0.801,-0.067,-0.584,-0.112,4
1661434862883.909,0.801,-0.065,-0.586,-0.106,4
1661434862940.323,0.8,-0.064,-0.588,-0.1,4
1661434862941.3208,0.798,-0.064,-0.591,-0.094,4
1661434862942.3188,0.796,-0.065,-0.595,-0.089,4
1661434862943.3489,0.794,-0.067,-0.599,-0.084,4
1661434862943.3489,0.791,-0.07,-0.603,-0.08,4
1661434862944.314,0.788,-0.074,-0.606,-0.075,4
1661434862945.3088,0.785,-0.078,-0.61,-0.071,4
1661434862946.307,0.783,-0.083,-0.613,-0.067,4
1661434862947.304,0.779,-0.089,-0.617,-0.063,4
1661434863240.752,0.776,-0.095,-0.62,-0.06,4
1661434863241.2468,0.773,-0.102,-0.624,-0.056,4
1661434863242.2522,0.77,-0.109,-0.627,-0.053,4
1661434863300.7642,0.767,-0.117,-0.629,-0.049,4
1661434863301.272,0.765,-0.125,-0.631,-0.046,4
1661434863302.274,0.763,-0.133,-0.631,-0.043,4
1661434863303.274,0.762,-0.142,-0.631,-0.04,4
1661434863305.267,0.761,-0.151,-0.631,-0.037,4
1661434863307.26,0.753,-0.21,-0.623,-0.012,4
1661434863308.258,0.753,-0.22,-0.62,-0.007,4
1661434863309.256,0.754,-0.231,-0.615,-0.002,4
1661434863360.7,0.756,-0.241,-0.608,0.003,4
1661434863361.143,0.759,-0.252,-0.6,0.007,4
1661434863362.114,0.763,-0.272,-0.585,0.018,4
1661434863363.139,0.764,-0.282,-0.58,0.024,4
1661434863364.1418,0.763,-0.292,-0.576,0.031,4
1661434863367.1018,0.762,-0.301,-0.572,0.038,4
1661434863367.1018,0.761,-0.31,-0.568,0.044,4
1661434863368.124,0.761,-0.319,-0.563,0.05,4
1661434863370.094,0.761,-0.328,-0.557,0.054,4
1661434863480.751,0.761,-0.338,-0.551,0.058,4
1661434863481.49,0.761,-0.348,-0.544,0.06,4
1661434863482.473,0.747,-0.505,-0.422,0.096,4
1661434863483.471,0.746,-0.509,-0.418,0.097,4
1661434863484.468,0.745,-0.512,-0.416,0.1,4
1661434863485.465,0.73,-0.505,-0.442,0.126,4
1661434863486.475,0.73,-0.504,-0.445,0.122,4
1661434863540.345,0.731,-0.505,-0.444,0.114,4
1661434863541.35,0.731,-0.509,-0.443,0.105,4
1661434863542.341,0.731,-0.512,-0.441,0.095,4
1661434863543.335,0.732,-0.514,-0.44,0.086,4
1661434863600.323,0.733,-0.515,-0.438,0.075,4
1661434863660.685,0.734,-0.517,-0.435,0.065,4
1661434863780.893,0.735,-0.518,-0.433,0.054,4
1661434863782.089,0.736,-0.52,-0.432,0.045,4
1661434863783.111,0.736,-0.521,-0.431,0.036,4
1661434863784.085,0.735,-0.523,-0.431,0.03,4
1661434863785.088,0.735,-0.524,-0.431,0.025,4
1661434863786.0798,0.734,-0.524,-0.432,0.021,4
1661434863786.0798,0.733,-0.525,-0.433,0.019,4
1661434863840.08,0.732,-0.525,-0.433,0.019,4
1661434863841.737,0.731,-0.526,-0.435,0.02,4
1661434863841.737,0.727,-0.527,-0.44,0.026,4
1661434863900.692,0.725,-0.527,-0.444,0.03,4
1661434863901.179,0.722,-0.527,-0.447,0.036,4
1661434863903.148,0.72,-0.526,-0.451,0.041,4
1661434863903.656,0.718,-0.525,-0.454,0.046,4
1661434863904.687,0.717,-0.525,-0.456,0.05,4
1661434863905.68,0.716,-0.524,-0.457,0.053,4
1661434863959.905,0.716,-0.524,-0.458,0.056,4
1661434864020.145,0.716,-0.524,-0.459,0.058,4
1661434864021.012,0.715,-0.524,-0.459,0.059,4
1661434864022.0088,0.715,-0.524,-0.459,0.061,4
1661434864080.117,0.714,-0.524,-0.46,0.064,4
1661434864080.852,0.713,-0.527,-0.457,0.072,4
1661434864200.187,0.714,-0.529,-0.453,0.069,4
1661434864201.184,0.714,-0.529,-0.453,0.069,4
1661434864202.1812,0.714,-0.529,-0.453,0.069,4
1661434864203.178,0.714,-0.529,-0.452,0.069,4
1661434864260.72,0.715,-0.529,-0.452,0.07,4
1661434864261.2578,0.715,-0.529,-0.452,0.07,4
